id,stateAbbr,stateName,incomeTaxRate,incomeGreaterThan,incomeNotGreaterThan
36,NY,New York,0.045,8500,11700
36,NY,New York,0.0525,11700,13900
36,NY,New York,0.059,13900,21400
36,NY,New York,0.0645,21400,80650
36,NY,New York,0.0665,80650,215400
36,NY,New York,0.0685,215400,1077550
36,NY,New York,0.0882,1077550,
37,NC,North Carolina,0.05499,0,
38,ND,North Dakota,0.011,0,37950
38,ND,North Dakota,0.0204,37950,91900
38,ND,North Dakota,0.0227,91900,191650
38,ND,North Dakota,0.0264,191650,416700
38,ND,North Dakota,0.029,416700,
39,OH,Ohio,0.00495,0,5250
39,OH,Ohio,0.0099,5250,10500
39,OH,Ohio,0.0198,10500,15800
39,OH,Ohio,0.02476,15800,21100
39,OH,Ohio,0.02969,21100,42100
39,OH,Ohio,0.03465,42100,84200
39,OH,Ohio,0.0396,84200,105300
39,OH,Ohio,0.04597,105300,210600
39,OH,Ohio,0.04997,210600,
40,OK,Oklahoma,0.005,0,1000
40,OK,Oklahoma,0.01,1000,2500
40,OK,Oklahoma,0.02,2500,3750
40,OK,Oklahoma,0.03,3750,4900
40,OK,Oklahoma,0.04,4900,7200
40,OK,Oklahoma,0.05,7200,
41,OR,Oregon,0.05,0,3400
41,OR,Oregon,0.07,3400,8500
41,OR,Oregon,0.09,8500,125000
41,OR,Oregon,0.099,125000,
42,PA,Pennsylvania,0.0307,0,
44,RI,Rhode Island,0.0375,0,61300
44,RI,Rhode Island,0.0475,61300,139400
44,RI,Rhode Island,0.0599,139400,
45,SC,South Carolina,0.03,2930,5860
45,SC,South Carolina,0.04,5860,8790
45,SC,South Carolina,0.05,8790,11720
45,SC,South Carolina,0.06,11720,14650
45,SC,South Carolina,0.07,14650,
46,SD,South Dakota,None,,
47,TN,Tennessee,0.05,0,
48,TX,Texas,None,,
49,UT,Utah,0.05,0,
50,VT,Vermont,0.0355,0,37950
50,VT,Vermont,0.068,37950,91900
50,VT,Vermont,0.078,91900,191650
50,VT,Vermont,0.088,191650,416700
50,VT,Vermont,0.0895,416700,
51,VA,Virginia,0.02,0,3000
51,VA,Virginia,0.03,3000,5000
51,VA,Virginia,0.05,5000,17000
51,VA,Virginia,0.0575,17000,
53,WA,Washington,None,,
54,WV,West Virginia,0.03,0,10000
54,WV,West Virginia,0.04,10000,25000
54,WV,West Virginia,0.045,25000,40000
54,WV,West Virginia,0.06,40000,60000
54,WV,West Virginia,0.065,60000,
55,WI,Wisconsin,0.04,0,11230
55,WI,Wisconsin,0.0584,11230,22470
55,WI,Wisconsin,0.0627,22470,247350
55,WI,Wisconsin,0.0765,247350,
56,WY,Wyoming,None,,
